post,comment
"Saya melihat transaksi IHSG Hari ini hanya 8,2 Triliun rupiah. Sangat sepi. Bahkan transaksi di pasar reguler hanya 7,4 Triliun.

Top broker dengan nilai transaksi lebih dari 1 Triliun hanya ada 5 sekuritas. Peringkat 1 adalah CC, nampaknya geng dapen dan BPJS lagi yang melakukan intervensi pasar yang sepi banget ini.

>90% transaksi IHSG hari ini terkonsentrasi pada 10 sekuritas saja. Bahkan sekuritas kita tercinta Stockbit XL itu nilai transaksinya hanya 227 Miliar atau setara dengan 2,7% dari total transaksi IHSG.

Nampaknya banyak bandar dan jenderal bursa yang kena kurung di saham BREN sehingga mengakibatkan bursa ini jadi sunyi banget pasca rebalancing MSCI. Tidak saya tag sahamnya karena banyak user Stockbit yang ngamuk sama saya kalau saya tag BREN. Saya tidak tahu apa masalah mereka sehingga tidak mau saham BREN di tag. Tapi bisa jadi karena sudah terlanjur all in full margin di harga >10.000 sehingga tidak ingin membaca hal negatif tentang BREN. Hal tersebut memang bisa dimengerti. Bayangkan kalau kamu sudah floating profit gede di BREN dan sudah screenshot lalu sudah pamer ke medsos floating profit gede >50% cuan lalu tiba-tiba BREN kena perangkap FCA dari BEI selama 1 bulan lalu ARB berjilid-jilid hingga akhirnya dari floating profit 50% menjadi floating minus 50%, tentu hal tersebut akan langsung menganggu fungsi psikologis dan mental.

Saya rasa mau marah pun percuma saja. Petisi yang sudah dibuat sejak Maret 2024 lalu yang ditandatangani belasan ribu orang saja tidak digubris oleh bursa. Jadi alih - alih marah sama tag BREN, ada baiknya ikhlaskan saja semuanya. Lewati fase psikologi denial, anger, depression, dan bargaining langsung lompat ke fase acceptance alias nrimo. BREN mungkin sekarang nyungsep tapi bukan berarti ini akan nyungsep selamanya. Selalu ada cahaya di ujung jalan bagi orang-orang yang percaya dan terus berjuang.

Anyway, dollar masih strong >16.000 (gambar 2). Ini sudah meleset jauh dari asumsi APBN 2024. Jadi ceritanya pemerintah itu pasang asumsi dollar di 2024 ini hanya 15.000 rupiah (gambar 3), ini meleset jauh banget dari realitas sekarang yang mana Dollar sudah >16.200. Melesetnya asumsi dollar ini bisa mengakibatkan defisit APBN di 2024 melebar.

Harus diakui Sri Mulyani ini lumayan hebat karena di April 2024, APBN kita masih surplus (gambar 4). Target pemerintah adalah kalaupun terjadi defisit anggaran, jangan sampai tembus 3%. Soalnya kalau defisit APBN tembus >3% maka otomatis pemerintah harus rilis surat utang negara lagi. Apakah mungkin defisit APBN akan bisa ditekan di bawah 3% dengan dolar yang meroket, potensi pengeluaran negara meningkat lewat pembangunan IKN dan makan siang gratis dan apalagi kalau bukan Sri Mulyani lagi yang jadi menteri keuangan? Tidak tahu dalam beberapa bulan ke depan jika harga minyak meroket dan dollar meroket karena perang yang berkepanjangan di Timur Tengah dan Ukraina, apakah kita bisa menghadapi defisit APBN? Untungnya Iran dan Israel tidak jadi perang terbuka. Drama mereka bikin jantungan saja.

Dalam kondisi penuh ketidakpastian seperti ini saham apa yang menarik? Saham yang rich cash dan low debt adalah yang menarik karena mereka memiliki bumper depan dan belakang yang sangat besar dalam menghadapi ketidakpastian.

Tinggal cek saja laporan keuangan perusahaan tiap perusahaan untuk melihat perusahaan mana yang memiliki cadangan kas besar dan Utang mini. Sebagai contoh $AVIA $SIDO $ANTM $ADRO ini semua punya cadangan kas besar. ANTM punya cadangan kas 11 Triliun dan total utang hanya 9 Triliun. Bumper kuat. Yang tidak kuat hanya kasus korupsinya banyak.",jangan pesimis bro. OJK udah gerak sore ini. mungkin karena zero inflow atau ada pressure. kita gak tau
"$SIDO terima kasih ndar, saya sudah jual sisa 4000 lot di 745.

Saya rayakan dengan makan sushi enak.

Sebagian uangnya buat beli $BBRI juga.",cuaaannn.. Cuaaannn
"$SIDO terima kasih ndar, saya sudah jual sisa 4000 lot di 745.

Saya rayakan dengan makan sushi enak.

Sebagian uangnya buat beli $BBRI juga.",Bang lu bener2 panutan gw 🙌🏼
"$SIDO terima kasih ndar, saya sudah jual sisa 4000 lot di 745.

Saya rayakan dengan makan sushi enak.

Sebagian uangnya buat beli $BBRI juga.",om rich.. awal karier kerja apaa nih?
"$SIDO terima kasih ndar, saya sudah jual sisa 4000 lot di 745.

Saya rayakan dengan makan sushi enak.

Sebagian uangnya buat beli $BBRI juga.",terima kasih infonya… mau nambah nambah lot.
"$SIDO terima kasih ndar, saya sudah jual sisa 4000 lot di 745.

Saya rayakan dengan makan sushi enak.

Sebagian uangnya buat beli $BBRI juga.",saya beli di 702 bang di biarin aja apa gimana ya ?
$SIDO Alhamdulillah mkn ada hasil,udh berapa bulan pak hodl
$SIDO Alhamdulillah mkn ada hasil,harga 496 dari akhir tahun lalu atau awal tahun yg lg parah2 nya tuh
$SIDO Alhamdulillah mkn ada hasil,"mantap bang, aliran fundamental ya?"
$SIDO semoga ngacir di 850,avg berapa bang
$SIDO semoga ngacir di 850,680 gw bang
$SIDO prospek 5 tahun kedepan gimana mas?,"maaf gan kalau untuk analisa 5 tahun kedepan, mungkin lebih ke analisa secara FA 🙏
kinerja perusahaan dll"
$SIDO prospek 5 tahun kedepan gimana mas?,"kalau secara TA , kalau bisa kuat diatas 960-1000 bagus..targetnya jauh keatas 👍"
"$SIDO om, bisa cicil buy sell dikit2 ga buat jajan? apa lama bgd aranya?",$SIDO support skrng 725-730 resist area 760
"$MEDC $ITMG

Perosotan mana yang mau didustakan 😱",Baru juga 0.7-1.5 persen udah lebay lu
"$MEDC $ITMG

Perosotan mana yang mau didustakan 😱", $MEDC gak kemana2 masih disitu2 aja
"$MEDC $ITMG

Perosotan mana yang mau didustakan 😱","Untung kmrn MILIH $ELSA, deviden Yieldny lbh gede krna harga lbh MURAH dibanding $MEDC, beli 1lot MEDC bsa beli 3lot ELSA jd deviden pun lbh byk 3x, soalny yg di goreng cmn $AMMN doang"
"$MEDC $ITMG

Perosotan mana yang mau didustakan 😱",betull harus sabar bgt oil naik medc blm tentu naik $MEDC
$MEDC comeback nehhh..... mari kita perhatikan dengan seksama,..lemessayy
$MEDC comeback nehhh..... mari kita perhatikan dengan seksama," udah sering gini soalnya php mancing ritel masuk perhatiin dah gerakanny kalau naik oke bgt tp ini kayak harga dijaga >1365
"
"$MEDC

Kemarin Avgd di 1370
Malamnya $BRENT turun sampai dgn pagi ini

Tebak berhadiah kemana dibawa medco kita


Harga sekarang 1370

1270-1330
1200-1270

Jangka panjang layak di perhitungkan mengingat OPEC+ memangkas produksi smp 2025

Jangka pendek yo armageddon

Slide 3 : Aku dan pasangan 🤣🤣

Tag emiten minyak lain : $ELSA","sesuai pilihan emitennya, raja minyak lamar bintang kpop pantesnya wkwk"
"nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI", habis CL terbitlah Terbang wkwk
"nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI", om infonya itu dari mana saya mau baca baca juga hehe
 95% saja sekalian supaya negara Indonesia $IHSG $BBCA $BBRI $BMRI tidak menjadi kapitalis serakah dan mampu makin mensejahterakan rakyat miskin tersingkir dan difabel dengan uang pajak capital gain 95% dari masyarakat kaya yang main saham, jd mksdnya naik apa turun y?
 95% saja sekalian supaya negara Indonesia $IHSG $BBCA $BBRI $BMRI tidak menjadi kapitalis serakah dan mampu makin mensejahterakan rakyat miskin tersingkir dan difabel dengan uang pajak capital gain 95% dari masyarakat kaya yang main saham,"ya turun kalo pola ini, tapi semoga nggak"
 95% saja sekalian supaya negara Indonesia $IHSG $BBCA $BBRI $BMRI tidak menjadi kapitalis serakah dan mampu makin mensejahterakan rakyat miskin tersingkir dan difabel dengan uang pajak capital gain 95% dari masyarakat kaya yang main saham,kalo 1300 ga jebol malah jadi double bottom tuh ke kanan wkwk
"Ada apa dengan $MEDC ?
Yang tenang donk kyk $ELSA

Minyak di banting tapi neng ELSA tetap santai.


Random tag :
$BBRI $BBCA $BRPT",Banyakan Ritel = Naik Susah Turun Mudah 🤣
"Ada apa dengan $MEDC ?
Yang tenang donk kyk $ELSA

Minyak di banting tapi neng ELSA tetap santai.


Random tag :
$BBRI $BBCA $BRPT", $ELSA menilik ke belakang relatif tidak berkorelasi langsung dengan pergerakan harga oil
"🛢️ Minyak Brent -3,7% Merespon Pengurangan Jumlah Pemangkasan Produksi Sukarela oleh OPEC+

Harga minyak Brent turun -3,7% ke level US$78,15/barel pada Senin (3/6) malam dan menyentuh level terendah sejak awal Februari 2024.

Keputusan OPEC+ untuk memperpanjang pemangkasan produksi sebesar 3,66 juta barel per hari hingga 2025 [https://stockbit.com/post/14912656] gagal membendung kecemasan pasar akan potensi kembali terjadinya oversupply seiring rencana OPEC+ untuk mengurangi secara bertahap pemangkasan sukarela sebesar 2,2 juta barel per hari pada Oktober 2024—September 2025.",Apakah ini berarti harga minyak akan turun atau naik?
"🛢️ Minyak Brent -3,7% Merespon Pengurangan Jumlah Pemangkasan Produksi Sukarela oleh OPEC+

Harga minyak Brent turun -3,7% ke level US$78,15/barel pada Senin (3/6) malam dan menyentuh level terendah sejak awal Februari 2024.

Keputusan OPEC+ untuk memperpanjang pemangkasan produksi sebesar 3,66 juta barel per hari hingga 2025 [https://stockbit.com/post/14912656] gagal membendung kecemasan pasar akan potensi kembali terjadinya oversupply seiring rencana OPEC+ untuk mengurangi secara bertahap pemangkasan sukarela sebesar 2,2 juta barel per hari pada Oktober 2024—September 2025.","Terlihat dipaksakan di pin Stockbit untuk menyebar ketakutan, ya?"
"🛢️ Minyak Brent -3,7% Merespon Pengurangan Jumlah Pemangkasan Produksi Sukarela oleh OPEC+

Harga minyak Brent turun -3,7% ke level US$78,15/barel pada Senin (3/6) malam dan menyentuh level terendah sejak awal Februari 2024.

Keputusan OPEC+ untuk memperpanjang pemangkasan produksi sebesar 3,66 juta barel per hari hingga 2025 [https://stockbit.com/post/14912656] gagal membendung kecemasan pasar akan potensi kembali terjadinya oversupply seiring rencana OPEC+ untuk mengurangi secara bertahap pemangkasan sukarela sebesar 2,2 juta barel per hari pada Oktober 2024—September 2025.","Pengurangan jumlah pemangkasan produksi, berarti produksi akan kembali normal."
"🛢️ Minyak Brent -3,7% Merespon Pengurangan Jumlah Pemangkasan Produksi Sukarela oleh OPEC+

Harga minyak Brent turun -3,7% ke level US$78,15/barel pada Senin (3/6) malam dan menyentuh level terendah sejak awal Februari 2024.

Keputusan OPEC+ untuk memperpanjang pemangkasan produksi sebesar 3,66 juta barel per hari hingga 2025 [https://stockbit.com/post/14912656] gagal membendung kecemasan pasar akan potensi kembali terjadinya oversupply seiring rencana OPEC+ untuk mengurangi secara bertahap pemangkasan sukarela sebesar 2,2 juta barel per hari pada Oktober 2024—September 2025.","$MEDC di-pin sama seperti kemarin $ASII, yang hari ini rebound kuat setelah di-unpin."
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON","lah katanya harus tau bisnis emiten, $LPPF bisnisnya tergantung hutang yg ada sukubunga katanya.. lawaknya 🤭"
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON"," iyain aja kalo yang jualan kelas ini ngomong,,kasian soalnya kelas nya sepi,,biar menarik perhatian seolah olah paling mengerti wkwkwk $LPPF"
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON","wkwkwk ada yang namanya pendanaan ekuitas ada yang disebut leverage. Dilihat dong struktur aset dan debtnya. Suku bunga naik ya beban akan naik kalau company dengan leverage. 👍 Jangan keras kepala, hanya karena saya jelekin emiten yang kamu hold. Ya silakan hold aja $LPPF"
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON", kalau mau tau kedepannya $LPPF bedah aja bg dari pbv hingga posisi kas nya dimna perhitungan saya lppf bakalan ke harga 2300 di Desember sampai akhir tahun
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON", iya bisa aja kalau uda membaik pasti saya akan bahas juga $LPPF. Kaya saya bilang $BTPS uda layak beli…
"Kenapa kamu harus tahu bisnis suatu emiten ya supaya kamu bisa 'meramal' efeknya apa.

Baik atau buruk.

Tahu OPEC+ cut supply ya kamu tahu long run OIL akan relative tinggi. Kamu juga harus tahu di level harga berapa oil itu aman bagi $ELSA $MEDC.

BTC ya sama, faktor adopsi, sentimen, moneyflow, DXY merupakan keydrivernya. DXY dropped besar kemarin $BTC naik ga karuan.

Suku bunga tricky, direct effect ke bank dan property. Tapi efeknya juga tinggi ke emiten yang modal bisnisnya dari hutang kaya $LPPF atau yang debtnya gede macam konstruksi BUMN. Bisa bangkrut.

Jadi bukan hanya baca RTI aja, tapi jadi investor memang perlu baca LK bahkan rajin ikut pubex sahamnya.

Ni hari ini GoInvest pukul 19.00 buka kelas Baca LK only 100k kurang baik apa:
https://bit.ly/GoinvestID

$PWON",$LPPF ini lebih terpengaruh ke kebijakan yg bikin daya beli turun seperti TAPERA. lah hutangnya kan berbentuk barang bukan duit.. modal kerja apa yg dia pake duit hutang ke bank? wong hutang banknya aja sekarang nol. tuh gw kasih tau yg lebih ngotak kalau mau ngefear.. pake isu tapera 🤭
"$MEDC
Buy 1300-1325
TP1 1365-1375 (RRR 1:2.2)
TP2 1380-1390 (RRR 1:2.7)
Stop Loss If Close : <1275","masih jelek chartnya, jangan dlu."
"$MEDC
Buy 1300-1325
TP1 1365-1375 (RRR 1:2.2)
TP2 1380-1390 (RRR 1:2.7)
Stop Loss If Close : <1275", info Antm boskiuw masuk berapa nih dah hauss💦💦💦
"$BRENT $MEDC

Minyak naik akan kah medc kita naik?
Ohh blm tentu 🤣

Bisalah main ke > 1350","IEP apakah prank 1360?
Trader dipersilahkan masuk di $MEDC

Resiko bisa jadi naga atau sapi perah 🔥✅"
"Udah Mau $81 aja

Soon semoga balik minimal $84
Biar realizing price nya $MEDC Q2>Q1 🔥", optimis ya bro? tp kmrn kata nya oversupply minyak d us wkwkw
"Udah Mau $81 aja

Soon semoga balik minimal $84
Biar realizing price nya $MEDC Q2>Q1 🔥",berikan data bro realized oil di q1 79 lah maret april sempat peak 90 up optimis lah
$MEDC ada kejadian apa ini minyak loncat kodok.mata batin ane baru tertutup tidak bisa cek tembus 🤣,bisalah main di 1400🤣
"$MEDC numpang tanya dong, klo kita sudah punya barang tapi dijual pas tanggal pencatatan kira2 kita masih dapet dividen gak ya?","$MEDC numpang tanya dong, klo kita sudah punya barang tapi dijual pas tanggal pencatatan kira2 kita masih dapet dividen gak ya?"
"$MEDC numpang tanya dong, klo kita sudah punya barang tapi dijual pas tanggal pencatatan kira2 kita masih dapet dividen gak ya?"," masih, yang penting beli dari cum date/sebelum cum date"
"$MEDC numpang tanya dong, klo kita sudah punya barang tapi dijual pas tanggal pencatatan kira2 kita masih dapet dividen gak ya?",oke thnks bang
"$MEDC udah 3 hri scalping di medc. gampang guys. beli di akhir jam bursa. jual pas open market karna biasanya open langsung high, makin sore turun gunung.",jangan bilang2 ntar bandar denger
"$MEDC ada yg nulis berapi api kemarin cuman karena OPEC+ mengurangi produksi jadi harga minyak bisa rally, karena gagal di justifikasi untuk jangka panjang baru bisa wkwkwk

retail mending lo belajar sendiri deh beneran dari pada nyumbangin duit ke orang, market ini kompleks ngga cuman liat kaca mata kuda

don't trust no one, tulisan itu hanya pancingan..

minyak kemarin naik, itu kucing loncat kematian bandar mau TP inflasi masih tinggi ngga mungkin minyak rally",Ritel memang hrs katlos bro
"$MEDC ada yg nulis berapi api kemarin cuman karena OPEC+ mengurangi produksi jadi harga minyak bisa rally, karena gagal di justifikasi untuk jangka panjang baru bisa wkwkwk

retail mending lo belajar sendiri deh beneran dari pada nyumbangin duit ke orang, market ini kompleks ngga cuman liat kaca mata kuda

don't trust no one, tulisan itu hanya pancingan..

minyak kemarin naik, itu kucing loncat kematian bandar mau TP inflasi masih tinggi ngga mungkin minyak rally",CL NOW
"$BRENT oil naik 3%

$MEDC malah amblas 4%an
Sudah tak koheren lagi?

Buy bertahap","$BRENT

Udah Mau $81 aja

Soon semoga balik minimal $84
Biar realizing price nya $MEDC Q2>Q1 🔥"
